2.686223387718200684e-01,2.277378038197741816e-01
2.771687805652618408e-01,2.283817763942561363e-01
2.956436872482299805e-01,2.280714774495647135e-01
2.899811565876007080e-01,2.285348805816556916e-01
2.927640080451965332e-01,2.291285975831744148e-01
2.875345945358276367e-01,2.293863034863926897e-01
2.854309380054473877e-01,2.284519004495536298e-01
2.716190814971923828e-01,2.284460567782788110e-01
2.515018880367279053e-01,2.286102639411004833e-01
2.290856540203094482e-01,2.283262615171456622e-01
2.167744487524032593e-01,2.302990849395150919e-01
2.041258811950683594e-01,2.296516061622682348e-01
1.966897845268249512e-01,2.269430645264025881e-01
1.921329498291015625e-01,2.276641735617118412e-01
1.875901371240615845e-01,2.280001846600122895e-01
1.772342324256896973e-01,2.277062479948902818e-01
1.717779636383056641e-01,2.287096063527719048e-01
1.791321039199829102e-01,2.274251674065728424e-01
1.836009323596954346e-01,2.273451091101082178e-01
2.036768645048141479e-01,2.273959490501989145e-01
2.068159580230712891e-01,2.274987976646351828e-01
2.289371341466903687e-01,2.281006958059386969e-01
2.502774596214294434e-01,2.280083657997969693e-01
2.584140598773956299e-01,2.284320319672193123e-01
2.646425664424896240e-01,2.285167652007037697e-01
2.634307146072387695e-01,2.285863048888738536e-01
2.740433812141418457e-01,2.281719885954911209e-01
2.669773995876312256e-01,2.277734502145503936e-01
3.020594716072082520e-01,2.279639538981085567e-01
2.906938493251800537e-01,2.283449612652249383e-01
2.886154651641845703e-01,2.281468608090095052e-01
2.681999504566192627e-01,2.290158147275709599e-01
2.627531886100769043e-01,2.309974036568526456e-01
2.501987516880035400e-01,2.315052186906319809e-01
2.419004589319229126e-01,2.302838913942006627e-01
2.319098860025405884e-01,2.305065352697701353e-01
2.154936194419860840e-01,2.294435714648856706e-01
2.178749442100524902e-01,2.295090205831633312e-01
2.248106598854064941e-01,2.296632935048178725e-01
2.095973491668701172e-01,2.298380192759340857e-01
1.973628699779510498e-01,2.297322488258603246e-01
2.083508968353271484e-01,2.298783406077301306e-01
1.959303766489028931e-01,2.293991595631972580e-01
1.987652182579040527e-01,2.297515329410671769e-01
2.003690004348754883e-01,2.299139870025063981e-01
1.985260993242263794e-01,2.285325431131457752e-01
1.923857182264328003e-01,2.286149388781203162e-01
1.995188891887664795e-01,2.280270655478763564e-01
2.000566571950912476e-01,2.283040555663014282e-01
2.159649878740310669e-01,2.288369983865623791e-01
2.228434383869171143e-01,2.288329078166700115e-01
2.200085967779159546e-01,2.289030318719675050e-01
2.200900763273239136e-01,2.285302056446358587e-01
2.173893600702285767e-01,2.283987230409530722e-01
2.328921407461166382e-01,2.290181521960808764e-01
2.380781322717666626e-01,2.291601534080583147e-01
2.446081489324569702e-01,2.288171299042280615e-01
2.293003946542739868e-01,2.288936819979278392e-01
2.148519307374954224e-01,2.293155950639677310e-01
1.986527740955352783e-01,2.292980640501433853e-01
1.935488879680633545e-01,2.294289622866987066e-01
1.830512434244155884e-01,2.292518990470725215e-01
1.864867955446243286e-01,2.285389711515480038e-01
1.840988844633102417e-01,2.287014252129872249e-01
1.812848448753356934e-01,2.286435728673667789e-01
1.816101372241973877e-01,2.277582566692359645e-01
1.730881184339523315e-01,2.265597196907762900e-01
1.822437047958374023e-01,2.269202742084308888e-01
1.837554425001144409e-01,2.266812680532919455e-01
1.923290193080902100e-01,2.268028164158076010e-01
1.912882626056671143e-01,2.268577469257906654e-01
1.962224245071411133e-01,2.273042034111846521e-01
1.927902251482009888e-01,2.269448176277850393e-01
1.995965540409088135e-01,2.275730122898250440e-01
2.040377557277679443e-01,2.268735248382325598e-01
2.213529050350189209e-01,2.278546772452699487e-01
2.159688025712966919e-01,2.280679712467998665e-01
2.086259722709655762e-01,2.276822889426636520e-01
2.088060379028320312e-01,2.276215147614058243e-01
1.918473988771438599e-01,2.279727194050207573e-01
1.844958513975143433e-01,2.279446697829017598e-01
1.764822304248809814e-01,2.294570119088177040e-01
1.762724965810775757e-01,2.294447401991406010e-01
1.753586232662200928e-01,2.291461285969988160e-01
1.728955060243606567e-01,2.290532142237296231e-01
1.615061461925506592e-01,2.289421844695086194e-01
1.736108064651489258e-01,2.290275020701205977e-01
1.788349300622940063e-01,2.284630034249756914e-01
1.782015860080718994e-01,2.286126014096103998e-01
1.793529987335205078e-01,2.282596436646130156e-01
1.870681643486022949e-01,2.286207825493951351e-01
1.960505247116088867e-01,2.288048581945510140e-01
1.968086063861846924e-01,2.295312265340075653e-01
2.079550474882125854e-01,2.311499234771246802e-01
2.286259084939956665e-01,2.331566401928879262e-01
2.360241264104843140e-01,2.320393302451478623e-01
2.364910095930099487e-01,2.323917036230177813e-01
2.420975714921951294e-01,2.327236241514259174e-01
2.604902684688568115e-01,2.320860796153461358e-01
2.720661461353302002e-01,2.330087953096357245e-01
2.716197669506072998e-01,2.320299803711081965e-01
2.711741924285888672e-01,2.341138335476986854e-01
2.637410461902618408e-01,2.335394006613867590e-01
2.574104964733123779e-01,2.330292481590974518e-01
2.462108284235000610e-01,2.320808203111988932e-01
2.275163978338241577e-01,2.323595634310064162e-01
2.162073850631713867e-01,2.325372110377600665e-01
2.047421485185623169e-01,2.319399878334763854e-01
1.974903047084808350e-01,2.320019307489891991e-01
1.821825802326202393e-01,2.320042682174991155e-01
2.006913572549819946e-01,2.324442966644908737e-01
2.139884829521179199e-01,2.320796515769439072e-01
2.299909293651580811e-01,2.317927273173517044e-01
2.450666874647140503e-01,2.319101851099749922e-01
2.359296530485153198e-01,2.314274978626772172e-01
2.465501129627227783e-01,2.315788489486943214e-01
2.505215406417846680e-01,2.315694990746546555e-01
2.668032050132751465e-01,2.309003987136910852e-01
2.880155444145202637e-01,2.303306407643989362e-01
3.103122711181640625e-01,2.295318109011350305e-01
3.125798106193542480e-01,2.298047103496677346e-01
3.199536204338073730e-01,2.303049286107898552e-01
3.281217813491821289e-01,2.301109187244668453e-01
3.217886984348297119e-01,2.302733727859060109e-01
3.271065950393676758e-01,2.311049272083087469e-01
3.209676146507263184e-01,2.314140574187451838e-01
3.190934658050537109e-01,2.307192449041725879e-01
3.170507252216339111e-01,2.308501431407278537e-01
3.029446899890899658e-01,2.317360437059861888e-01
2.790927290916442871e-01,2.314234072927849051e-01
2.422422170639038086e-01,2.256802471639202390e-01
2.338633537292480469e-01,2.263329852453143942e-01
2.323167473077774048e-01,2.264142122760340048e-01
2.243877500295639038e-01,2.257696553344245849e-01
2.246524244546890259e-01,2.267794417307084365e-01
2.369565814733505249e-01,2.269465707291674350e-01
2.536000311374664307e-01,2.273597182882952372e-01
2.593601047992706299e-01,2.273380967045784129e-01
2.635165154933929443e-01,2.263885001224248683e-01
2.720713019371032715e-01,2.270879875740174081e-01
2.921640872955322266e-01,2.278710395248394194e-01
2.962427139282226562e-01,2.294330528565910743e-01
3.033068180084228516e-01,2.290537985908571439e-01
3.035719990730285645e-01,2.288603730716614881e-01
2.968214154243469238e-01,2.275969713420516738e-01
2.892135977745056152e-01,2.279096077552530131e-01
2.715408802032470703e-01,2.284700158305054962e-01
2.298385649919509888e-01,2.247645438751604552e-01
2.380569726228713989e-01,2.108986806743362863e-01
2.283609807491302490e-01,2.093156301259953833e-01
2.273726165294647217e-01,2.114205205191751202e-01
2.184174656867980957e-01,2.112849473456000216e-01
2.054106742143630981e-01,2.102991200015426887e-01
2.022095769643783569e-01,2.089533225069583333e-01
2.107667773962020874e-01,2.095207429877405658e-01
2.114775031805038452e-01,2.096066449554800093e-01
2.172635793685913086e-01,2.098830506067776158e-01
2.297256737947463989e-01,2.099169439001713766e-01
2.353336364030838013e-01,2.085746526083519237e-01
2.467175424098968506e-01,2.089837095975873027e-01
2.690855860710144043e-01,2.097708521183016261e-01
2.970451414585113525e-01,2.100595294792763357e-01
3.174431622028350830e-01,2.090257840307657433e-01
3.234563171863555908e-01,2.099017503548569474e-01
3.245225846767425537e-01,2.101097850522395116e-01
3.198181986808776855e-01,2.092519341091001739e-01
3.074637651443481445e-01,2.092975147450435724e-01
3.058635592460632324e-01,2.094009477266073616e-01
2.953582704067230225e-01,2.096113198924998422e-01
2.777057886123657227e-01,2.082070856851675755e-01
2.603632807731628418e-01,2.076747272320340898e-01
2.393452525138854980e-01,2.066982497620164783e-01
2.250770926475524902e-01,2.085413436820855726e-01
2.127171605825424194e-01,2.085413436820855726e-01
2.059931159019470215e-01,2.093249800000350491e-01
2.100591212511062622e-01,2.098018235760580608e-01
2.066798657178878784e-01,2.100232987173726029e-01
2.014274150133132935e-01,2.102868482918656412e-01
2.054588794708251953e-01,2.107531732595940011e-01
2.045583277940750122e-01,2.106719462288743905e-01
2.087759077548980713e-01,2.097930580691458047e-01
2.108810395002365112e-01,2.100659575176785643e-01
2.179498225450515747e-01,2.098526635161487019e-01
2.289396971464157104e-01,2.106929834454636941e-01
2.370267361402511597e-01,2.098257826282846905e-01
2.402370125055313110e-01,2.096212541336669732e-01
2.454421520233154297e-01,2.114164299492828081e-01
2.560192346572875977e-01,2.103628160184379536e-01
2.508917748928070068e-01,2.096563161613157200e-01
2.443377077579498291e-01,2.096715097066301492e-01
2.430522143840789795e-01,2.101980244884888716e-01
2.487915158271789551e-01,2.101787403732820747e-01
2.339578419923782349e-01,2.103698284239677030e-01
2.262392044067382812e-01,2.093828323456554952e-01
2.157173603773117065e-01,2.096469662872760542e-01
1.971415132284164429e-01,2.096510568571684219e-01
1.864482909440994263e-01,2.102897701275030784e-01
